2010-07-09	18:46:06	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	19:06:57	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	19:11:57	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	19:16:57	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	19:21:57	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	19:33:02	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	19:38:02	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	19:43:02	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	19:48:02	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	19:58:58	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	20:03:58	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	20:14:27	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	20:31:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	20:36:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	20:41:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	20:46:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	20:51:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	20:56:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	21:01:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	21:06:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	21:11:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	21:16:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	21:21:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	21:26:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	21:31:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	21:36:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	21:41:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	21:46:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	21:51:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	21:56:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	22:01:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2010-07-09	22:06:10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
