1037.806284	0.007135	
1038.103593	0.114167	
1039.154084	0.492344	
1041.413632	1.305781	
1044.882236	2.554478	
1049.540075	4.231300	
1055.426792	6.350518	
1062.363999	8.847913	
1070.054390	11.616454	
1077.903345	14.442077	
1085.593735	17.203482	
1093.105740	19.800773	
1100.498822	22.084105	
1107.535132	23.803740	
1114.155211	24.938271	
1120.279774	25.466292	
1125.770079	25.323583	
1131.081998	24.738479	
1136.374096	23.875094	
1141.705836	22.968897	
1147.196140	22.176866	
1153.102677	21.598897	
1159.405626	21.206450	
1166.045525	21.063741	
1172.586321	21.035200	
1178.809987	21.070877	
1184.419215	21.113689	
1189.830237	21.149366	
1195.161977	21.163637	
1200.553178	21.185043	
1206.162406	21.227856	
1211.890558	21.163637	
1218.431354	21.249262	
1225.804615	21.513272	
1233.891417	22.069835	
1243.266558	23.204365	
1253.811114	24.981083	
1265.425981	27.214468	
1277.952597	29.804623	
1291.410780	32.708736	
1305.840172	35.883996	
1320.864182	39.230505	
1336.423348	42.477118	
1352.438388	45.588158	
1368.057015	48.299615	
1382.724255	50.204771	
1396.717594	51.446333	
1409.918109	52.017166	
1422.781674	52.138468	
1435.466854	51.860187	
1447.577237	51.025343	
1458.815514	49.662479	
1469.399711	47.871491	
1479.587496	45.773679	
1489.378869	43.675867	
1498.853113	41.806389	
1508.109330	40.101025	
1516.929494	38.524099	
1525.273964	36.897224	
1533.003996	35.113371	
1540.159230	33.329517	
1546.818949	31.681237	
1553.260642	30.189935	
1559.206820	28.662957	
1564.716946	27.121708	
1569.731556	25.516239	
1574.270472	23.818011	
1578.294052	22.091241	
1581.901400	20.385877	
1584.795207	18.644836	
1586.856549	16.811035	
1588.243990	14.913015	
1588.818787	12.800932	
1589.076455	10.753068	
1589.195379	8.812236	
1589.215199	7.014112	
1589.215199	5.380102	
1589.215199	3.931613	
1589.215199	2.632968	
1589.215199	1.591197	
1589.215199	0.849114	
1589.215199	0.349635	
1589.215199	0.142708	
1589.215199	0.049948	
1589.215199	0.007135	
1589.215199	0.000000	
1589.215199	0.000000	
