4382.511642	0.007135	
4382.927874	0.156979	
4384.335137	0.663593	
4386.872173	1.576926	
4390.538982	2.896978	
4395.355387	4.630884	
4401.301565	6.771508	
4408.357696	9.311715	
4416.543601	12.258641	
4425.740357	15.569473	
4435.868680	19.208534	
4446.849289	23.011709	
4458.543439	26.714989	
4470.951131	30.268425	
4484.092184	33.679153	
4497.887318	36.911495	
4512.475274	40.022536	
4527.360540	42.841024	
4542.899886	45.488262	
4558.974387	47.964251	
4575.564224	50.290396	
4592.570293	52.459562	
4610.032236	54.535967	
4627.831130	56.476800	
4646.026434	58.296330	
4664.558690	60.001694	
4683.546818	61.585756	
4702.574588	63.077057	
4721.800564	64.404244	
4740.828334	65.467421	
4760.034489	66.409295	
4779.319927	67.229868	
4798.506261	67.850649	
4817.732237	68.364399	
4837.017675	68.756847	
4856.461677	69.085076	
4876.024603	69.292003	
4895.746094	69.541742	
4915.645970	69.784346	
4935.208896	69.977002	
4953.800613	69.755804	
4971.341838	69.127888	
4987.812751	68.150336	
5002.995326	66.694712	
5017.127409	64.839504	
5030.090078	62.506224	
5042.061716	59.773361	
5053.438737	56.769352	
5064.736475	53.672582	
5075.796367	50.611489	
5086.796796	47.878626	
5097.817046	45.531075	
5108.857117	43.575972	
5119.936829	42.098941	
5131.115644	41.035764	
5142.571947	40.493473	
5153.909326	40.265140	
5165.385450	40.300817	
5176.782291	40.336494	
5188.040388	40.407848	
5199.278665	40.493473	
5210.536762	40.579098	
5221.656115	40.607639	
5233.013315	40.707535	
5244.311054	40.750348	
5255.826819	40.771754	
5267.382225	40.850244	
5279.096196	40.935868	
5290.651602	40.992952	
5301.671852	40.907327	
5311.899278	40.543421	
5321.353701	39.894098	
5329.975660	38.995036	
5338.022821	37.803422	
5345.336620	36.369204	
5352.135083	34.670975	
5358.517314	32.808632	
5364.582416	30.775039	
5370.389850	28.705769	
5375.781052	26.679312	
5380.518173	24.702802	
5384.621036	22.776241	
5388.049999	20.906762	
5390.844703	19.015878	
5393.005147	17.160670	
5394.372768	15.205567	
5395.106130	13.171974	
5395.443080	11.109839	
5395.462901	9.026298	
5395.462901	7.085466	
5395.462901	5.380102	
5395.462901	3.903071	
5395.462901	2.668645	
5395.462901	1.662551	
5395.462901	0.884791	
5395.462901	0.392448	
5395.462901	0.128437	
5395.462901	0.007135	
5395.462901	0.000000	
5395.462901	0.000000	
