2011-03-22	01:06:32	1.314316	1.314499	1.314499	1.570113	1.314446	1.314446	1.314499	1.314577	1.570113	1.570113
2011-03-22	02:06:32	1.312124	1.312386	1.312386	1.567651	1.312386	1.312255	1.312386	1.312516	1.567651	1.567651
2011-03-22	03:06:32	1.309679	1.309940	1.309862	1.565197	1.309940	1.309810	1.309940	1.309940	1.565197	1.565197
2011-03-22	04:06:32	1.052123	1.052436	1.052436	1.562751	1.052383	1.052383	1.052436	1.052644	1.562751	1.562751
2011-03-22	05:06:32	1.050351	1.050663	1.050533	1.560312	1.050611	1.050351	1.050611	1.050741	1.560312	1.560312
2011-03-22	06:06:32	1.048715	1.048974	1.048974	1.557881	1.048974	1.048715	1.048974	1.049104	1.557881	1.557881
2011-03-22	07:06:32	0.537801	0.538450	0.538372	1.555458	0.538320	0.538061	0.538372	0.538579	1.555458	1.555458
2011-03-22	08:06:32	1.299249	1.299301	1.299249	1.553042	1.299249	1.299120	1.299249	1.299249	1.553042	1.553042
2011-03-22	09:06:32	1.550633	1.550633	1.550633	1.550633	1.550633	1.550633	1.550633	1.550633	1.550633	1.550633
2011-03-22	10:06:32	1.044800	1.045239	1.044981	1.548232	1.044800	1.044671	1.044723	1.044671	1.548232	1.548232
2011-03-22	11:06:32	1.296315	1.297011	1.296753	1.545839	1.296831	1.296573	1.296625	1.296702	1.545839	1.545839
2011-03-22	12:06:32	0.798353	0.800437	0.799820	1.543453	0.800026	0.799254	0.799640	0.799511	1.543453	1.543453
2011-03-22	13:06:32	1.046134	1.047418	1.047007	1.541074	1.047033	1.046776	1.046956	1.047033	1.541074	1.541074
2011-03-22	14:06:32	1.538702	1.538702	1.538702	1.538702	1.538702	1.538702	1.538702	1.538702	1.538702	1.538702
2011-03-22	15:06:32	1.290525	1.290781	1.290653	1.536338	1.290397	1.290525	1.290576	1.290525	1.536338	1.536338
2011-03-22	16:06:32	0.797673	0.798619	0.798415	1.533981	0.798057	0.798312	0.798287	0.798185	1.533981	1.533981
2011-03-22	17:06:32	0.794154	0.795022	0.795022	1.531631	0.794664	0.795047	0.795098	0.795303	1.531631	1.531631
2011-03-22	18:06:32	1.282564	1.282819	1.282819	1.529289	1.282692	1.282692	1.282819	1.282947	1.529289	1.529289
2011-03-22	19:06:32	0.285671	0.288190	0.288063	1.526953	0.288089	0.287707	0.288318	0.288852	1.526953	1.526953
2011-03-22	20:06:32	0.778704	0.779848	0.779771	1.524625	0.779848	0.779466	0.779848	0.780229	1.524625	1.524625
2011-03-22	21:06:32	1.024765	1.025324	1.025247	1.522304	1.025400	1.025146	1.025324	1.025527	1.522304	1.522304
2011-03-22	22:06:32	1.022321	1.022675	1.022625	1.519990	1.022574	1.022574	1.022675	1.022827	1.519990	1.519990
2011-03-22	23:06:32	1.269036	1.269289	1.269213	1.517683	1.269289	1.269163	1.269289	1.269289	1.517683	1.517683
