2011-04-08	01:06:15	0.073149	0.665804	0.665804	1.261168	1.266586	1.264178	0.062312	0.060807	0.651957	0.653763	1.243709	1.236484
2011-04-08	02:06:15	0.658308	0.661008	0.661308	0.669706	0.677804	0.674805	0.648710	0.648110	0.647211	0.649310	0.647211	0.638512
2011-04-08	03:06:15	0.067244	0.070233	0.070831	0.080992	0.093246	0.089659	0.056186	0.055589	0.054692	0.056784	0.054692	0.047221
2011-04-08	04:06:15	0.650030	1.236927	1.236927	0.657475	1.248839	1.251221	1.229184	1.814890	1.228588	2.401787	1.815188	0.637225
2011-04-08	05:06:15	0.063205	0.065875	0.066766	0.076855	0.670564	0.667596	0.637923	0.637329	1.221543	1.222730	1.221246	1.216499
2011-04-08	06:06:15	0.060615	0.644826	1.225784	1.232584	1.820047	2.394796	2.382377	2.382377	2.964814	2.965405	2.964814	2.963927
2011-04-08	07:06:15	0.059222	0.641072	0.641662	0.650206	1.239717	1.237360	1.212021	1.211432	1.210843	1.212316	1.210843	1.205539
2011-04-08	08:06:15	0.067234	0.640282	0.642337	1.797827	0.663476	0.660540	0.057252	0.634997	0.055784	2.365297	1.210100	0.644392
2011-04-08	09:06:15	2.942364	2.940023	0.117905	0.669924	0.661147	1.228672	1.228964	1.228964	1.797659	3.510474	1.801755	1.819017
2011-04-08	10:06:15	2.964723	2.964723	0.159475	0.687114	0.658834	0.655918	0.674577	1.240991	1.807405	2.936443	1.245364	1.264898
2011-04-08	11:06:15	3.485997	3.485997	0.170831	0.698083	0.656537	0.087159	0.124346	0.127542	0.129576	1.809239	0.698083	0.717838
2011-04-08	12:06:15	3.473885	3.473885	0.169079	0.699131	0.654256	0.651361	0.688709	1.248002	1.250029	1.250029	1.814244	2.370064
2011-04-08	13:06:15	1.816619	1.812291	0.705655	0.139642	0.090017	0.087998	0.133583	0.135603	0.138777	2.354357	0.158973	0.166474
2011-04-08	14:06:15	0.689419	0.138873	0.136860	0.130247	0.089707	0.088557	0.131397	0.133985	0.136285	0.694595	0.158712	0.711271
2011-04-08	15:06:15	0.125788	0.126361	0.124355	0.120917	0.089398	0.092264	0.127507	0.128940	0.130946	0.137822	0.150716	0.144413
2011-04-08	16:06:15	0.117076	0.117362	0.116790	0.115363	0.089092	0.094232	0.126785	0.128498	0.129926	0.136208	0.144774	0.141062
2011-04-08	17:06:15	0.113830	0.113546	0.113546	0.112692	0.088503	0.095048	0.126067	0.127490	0.128059	0.133751	0.137735	0.127775
2011-04-08	18:06:15	0.111174	0.110891	0.111174	0.110323	0.088486	0.095292	0.118264	0.117981	0.117697	0.120817	0.121951	0.104651
2011-04-08	19:06:15	0.105992	0.106557	0.106840	0.107688	0.088185	0.093273	0.107123	0.106557	0.105709	0.108253	0.107971	0.093273
2011-04-08	20:06:15	0.097183	0.100000	0.099437	0.103099	0.087887	0.091549	0.092958	0.092394	0.091549	0.093239	0.091549	0.075775
2011-04-08	21:06:15	0.668950	0.638630	0.638069	0.643122	0.634419	0.635542	0.628243	0.627681	0.626839	0.628243	0.626558	0.617013
2011-04-08	22:06:15	0.116676	0.086738	0.085898	0.092893	0.087297	0.086738	0.073867	0.073307	0.072188	0.074426	0.072188	0.063234
2011-04-08	23:06:15	2.801729	2.292025	2.802008	2.803402	2.259677	2.259119	2.800056	2.800056	2.253542	2.800335	2.799777	2.250753
