4705.785524	0.128437
4707.133324	0.613646
4709.670360	1.526979
4713.337170	2.847030
4718.014830	4.530988
4723.961008	6.671612
4731.056781	9.226090
4739.401251	12.230099
4748.796212	15.612285
4758.805612	19.215669
4769.825862	23.054522
4781.619115	26.814885
4794.066448	30.382592
4807.207502	33.793319
4820.962994	37.061339
4835.352745	40.101025
4850.277652	42.919513
4865.658432	45.452585
4881.514907	47.778730
4897.847076	50.054927
4914.476555	52.074249
4931.641189	54.007946
4949.122952	55.820341
4966.921845	57.497164
4984.760380	58.967059
5003.193532	60.422683
5022.062737	61.842631
5040.773377	63.041380
5059.900250	64.218723
5079.264970	65.310442
5098.867537	66.380754
5118.509746	67.272680
5138.508725	68.178878
5158.805012	69.077940
5178.625606	69.791482
5198.644406	70.362315
5218.187511	70.604919
5237.651334	70.876064
5256.203410	70.669137
5274.537459	70.298096
5292.276890	69.627367
5309.758654	68.849607
5326.090823	67.529555
5342.105863	65.988306
5357.585746	64.425650
5372.134062	62.456276
5385.532783	60.244298
5398.059398	57.746903
5409.376957	55.142477
5420.258463	52.459562
5431.278713	50.040656
5441.208831	47.322064
5450.702895	44.860346
5459.939292	42.420035
5468.184659	39.815609
5475.894870	37.353891
5482.534769	34.920715
5488.262920	32.473268
5493.118966	30.147123
5497.083084	27.656864
5500.214738	24.816969
5502.434645	22.041293
5503.901369	19.151450
5504.753654	16.133170
5505.288810	13.357494
5505.625760	10.703121
5505.764504	8.362705
5505.784325	6.307706
5505.784325	4.559529
5505.784325	3.132447
5505.784325	2.005051
5505.784325	1.205885
5505.784325	0.677864
5505.784325	0.371042
5505.784325	0.178385
5505.784325	0.057083
5505.784325	0.007135
5505.784325	0.000000
5505.784325	0.000000
5505.784325	0.000000
