5992.796132	0.121302
5994.143932	0.606510
5996.680968	1.519843
6000.446881	2.875572
6005.283106	4.616613
6011.427490	6.828591
6018.582724	9.404475
6026.947014	12.415620
6036.441079	15.833483
6046.688326	19.522492
6057.926602	23.446969
6069.620753	27.171655
6082.246471	30.803581
6095.367704	34.171496
6109.162837	37.396703
6123.552588	40.365035
6138.556777	43.190659
6153.699711	45.630971
6169.377800	47.857220
6185.452302	49.955031
6202.121421	51.910135
6218.711258	53.672582
6235.816430	55.285185
6253.337835	56.869247
6271.315113	58.374820
6289.133827	59.609246
6307.626441	60.865079
6326.099234	62.063828
6345.067542	63.248307
6364.432262	64.432786
6383.598777	65.331848
6403.478832	66.516327
6423.041758	67.401118
6442.862352	68.228826
6462.583842	68.856742
6482.285512	69.534607
6501.987182	69.969867
6521.966341	70.512158
6541.390523	70.676273
6561.211116	70.840387
6581.170454	71.125804
6601.189254	71.175752
6621.406259	71.411220
6641.960215	71.675231
6662.058297	71.810804
6682.354585	72.024866
6702.670693	72.246064
6722.689493	72.260335
6742.014572	72.224658
6760.527006	71.753720
6778.306078	70.968825
6794.935557	69.748669
6810.970417	68.243097
6826.113350	66.295129
6839.987766	64.054609
6853.485590	61.607162
6866.250053	58.888569
6878.281153	56.012998
6889.915841	53.244457
6900.757706	50.483052
6910.410335	47.557532
6919.527808	44.853211
6927.991202	42.127483
6935.582489	39.408890
6942.658441	36.961443
6949.060493	34.406965
6954.947209	31.930976
6960.397872	29.562019
6965.452124	27.193062
6970.030681	24.938271
6974.133544	22.940355
6977.641789	20.921033
6980.694160	18.973065
6983.171734	17.132128
6984.876306	15.198431
6985.867335	13.250463
6986.343029	11.302495
6986.501594	9.397340
6986.521415	7.584945
6986.521415	5.936664
6986.521415	4.459634
6986.521415	3.196665
6986.521415	2.097812
6986.521415	1.205885
6986.521415	0.592239
6986.521415	0.235469
6986.521415	0.064219
6986.521415	0.007135
6986.521415	0.000000
6986.521415	0.000000
6986.521415	0.000000
6986.521415	0.000000
6986.521415	0.000000
6986.521415	0.000000
6986.521415	0.000000
6986.521415	0.000000
6986.521415	0.000000
6986.521415	0.000000
