2010-07-07	09:22:33	PUMP2_ON	ON --> OFF	00:05
2010-07-07	09:22:33	HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	10:35:48	PUMP2_ON	ON --> OFF	00:05
2010-07-07	10:35:48	HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	10:41:50	PUMP2_ON	ON --> OFF	00:05
2010-07-07	10:41:50	HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	10:46:29	PUMP2_ON	ON --> OFF	00:05
2010-07-07	10:46:29	HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	10:50:01	PUMP2_ON	ON --> OFF	00:05
2010-07-07	10:50:01	HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	10:55:47	PUMP2_ON	ON --> OFF	00:05
2010-07-07	10:55:47	HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	12:03:01	PUMP2_ON	ON --> OFF	00:10
2010-07-07	12:03:01	HI_LEVEL	BELOW --> ABOVE	00:10
2010-07-07	12:10:18	PUMP1_ON	ON --> OFF	00:05
2010-07-07	12:10:18	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	12:13:50	PUMP1_ON	ON --> OFF	00:05
2010-07-07	12:13:50	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	12:15:22	PUMP1_ON	ON --> OFF	00:05
2010-07-07	12:15:22	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	12:17:00	PUMP1_ON	ON --> OFF	00:05
2010-07-07	12:17:00	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	12:18:00	PUMP1_ON	ON --> OFF	00:05
2010-07-07	12:18:00	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	12:21:01	PUMP1_ON	ON --> OFF	00:05
2010-07-07	12:21:01	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	12:21:50	PUMP1_ON	ON --> OFF	00:05
2010-07-07	12:21:50	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	12:22:34	PUMP1_ON	ON --> OFF	00:05
2010-07-07	12:22:34	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	12:27:43	PUMP1_ON	ON --> OFF	00:05
2010-07-07	12:27:43	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	12:36:16	PUMP1_ON	ON --> OFF	00:05
