2010-07-07	12:36:16	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	12:39:28	PUMP1_ON	ON --> OFF	00:05
2010-07-07	12:39:28	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	12:48:53	PUMP1_ON	ON --> OFF	00:05
2010-07-07	12:48:53	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	13:01:00	PUMP1_ON	ON --> OFF	00:05
2010-07-07	13:01:00	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	13:03:59	PUMP1_ON	ON --> OFF	00:05
2010-07-07	13:03:59	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	13:09:59	PUMP1_ON	ON --> OFF	00:05
2010-07-07	13:09:59	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	13:15:30	PUMP1_ON	ON --> OFF	00:05
2010-07-07	13:15:30	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	13:16:45	PUMP1_ON	ON --> OFF	00:05
2010-07-07	13:16:45	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	13:22:49	PUMP1_ON	ON --> OFF	00:05
2010-07-07	13:22:49	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	13:24:18	PUMP1_ON	ON --> OFF	00:05
2010-07-07	13:24:18	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	13:24:58	PUMP1_ON	ON --> OFF	00:05
2010-07-07	13:24:58	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	13:25:58	PUMP1_ON	ON --> OFF	00:05
2010-07-07	13:25:58	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	13:26:47	PUMP1_ON	ON --> OFF	00:05
2010-07-07	13:26:47	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	13:31:04	PUMP1_ON	ON --> OFF	00:10
2010-07-07	13:31:04	HI_HI_LEVEL	BELOW --> ABOVE	00:10
2010-07-07	13:34:43	PUMP1_ON	ON --> OFF	00:10
2010-07-07	13:34:43	HI_HI_LEVEL	BELOW --> ABOVE	00:10
2010-07-07	13:36:23	PUMP1_ON	ON --> OFF	00:05
2010-07-07	13:36:23	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	13:40:41	PUMP1_ON	ON --> OFF	00:10
2010-07-07	13:40:41	HI_HI_LEVEL	BELOW --> ABOVE	00:10
2010-07-07	13:42:08	PUMP1_ON	ON --> OFF	00:10
2010-07-07	13:42:08	HI_HI_LEVEL	BELOW --> ABOVE	00:10
2010-07-07	13:43:39	PUMP1_ON	ON --> OFF	00:05
2010-07-07	13:43:39	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	13:49:55	PUMP1_ON	ON --> OFF	00:15
2010-07-07	13:49:55	HI_HI_LEVEL	BELOW --> ABOVE	00:15
2010-07-07	13:51:34	PUMP1_ON	ON --> OFF	00:15
2010-07-07	13:51:34	HI_HI_LEVEL	BELOW --> ABOVE	00:15
2010-07-07	13:57:30	PUMP1_ON	ON --> OFF	00:05
2010-07-07	13:57:30	HI_HI_LEVEL	BELOW --> ABOVE	00:05
2010-07-07	14:04:24	PUMP1_ON	ON --> OFF	00:05
2010-07-07	14:04:24	HI_HI_LEVEL	BELOW --> ABOVE	00:05
