2010-07-02	11:11:56	PUMP1_ON	ON --> OFF	00:02
2010-07-02	11:11:56	HI_HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-02	11:21:34	PUMP1_ON	ON --> OFF	00:02
2010-07-02	11:21:34	HI_HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-02	11:24:05	PUMP1_ON	ON --> OFF	00:02
2010-07-02	11:24:05	HI_HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-02	11:39:41	PUMP1_ON	ON --> OFF	00:02
2010-07-02	11:39:41	HI_HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-02	11:42:15	PUMP1_ON	ON --> OFF	00:02
2010-07-02	11:42:15	HI_HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-02	12:07:53	PUMP2_ON	ON --> OFF	00:02
2010-07-02	12:07:53	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-02	15:29:46	PUMP2_ON	ON --> OFF	00:02
2010-07-02	15:29:46	HI_LEVEL	BELOW --> ABOVE	00:02
