2010-07-04	10:22:37	PUMP2_ON	ON --> OFF	00:04
2010-07-04	10:22:37	HI_LEVEL	BELOW --> ABOVE	00:04
2010-07-04	10:24:48	PUMP2_ON	ON --> OFF	00:04
2010-07-04	10:24:48	HI_LEVEL	BELOW --> ABOVE	00:04
2010-07-04	10:29:31	PUMP2_ON	ON --> OFF	00:02
2010-07-04	10:29:31	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-04	12:52:53	PUMP2_ON	ON --> OFF	00:02
2010-07-04	12:52:53	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-04	13:02:53	PUMP2_ON	ON --> OFF	00:02
2010-07-04	13:02:53	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-04	13:55:17	PUMP2_ON	ON --> OFF	00:02
2010-07-04	13:55:17	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-04	14:54:39	PUMP2_ON	ON --> OFF	00:02
2010-07-04	14:54:39	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-04	15:20:29	PUMP2_ON	ON --> OFF	00:02
2010-07-04	15:20:29	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-04	19:39:43	PUMP2_ON	ON --> OFF	00:36
2010-07-04	19:39:43	HI_LEVEL	BELOW --> ABOVE	00:36
2010-07-04	19:40:11	PUMP1_ON	ON --> OFF	01:04
2010-07-04	19:40:11	PUMP2_ON	OFF --> ON	00:28
2010-07-04	19:40:11	HI_HI_LEVEL	BELOW --> ABOVE	01:04
2010-07-04	19:40:11	HI_LEVEL	ABOVE --> BELOW	00:28
2010-07-04	19:40:19	PUMP1_ON	OFF --> ON	00:08
2010-07-04	19:40:19	PUMP2_ON	ON --> OFF	00:08
2010-07-04	19:40:19	LO_LEVEL	ABOVE --> BELOW	01:12
2010-07-04	19:40:19	HI_LEVEL	BELOW --> ABOVE	00:08
2010-07-04	19:42:44	PUMP2_ON	ON --> OFF	00:02
2010-07-04	19:42:44	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-04	19:47:11	PUMP2_ON	ON --> OFF	00:10
2010-07-04	19:47:11	HI_LEVEL	BELOW --> ABOVE	00:10
2010-07-04	19:55:20	PUMP2_ON	ON --> OFF	00:54
2010-07-04	19:55:20	HI_LEVEL	BELOW --> ABOVE	00:54
2010-07-04	19:59:25	PUMP2_ON	ON --> OFF	00:02
2010-07-04	19:59:25	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-04	20:02:25	PUMP2_ON	ON --> OFF	00:12
2010-07-04	20:02:25	HI_LEVEL	BELOW --> ABOVE	00:12
2010-07-04	20:10:15	PUMP1_ON	ON --> OFF	08:02
2010-07-04	20:10:15	PUMP2_ON	OFF --> ON	07:50
2010-07-04	20:10:15	HI_HI_LEVEL	BELOW --> ABOVE	08:02
2010-07-04	20:10:15	HI_LEVEL	ABOVE --> BELOW	07:50
2010-07-04	20:13:24	PUMP2_ON	ON --> OFF	00:12
2010-07-04	20:13:24	HI_LEVEL	BELOW --> ABOVE	00:12
2010-07-04	20:19:20	PUMP2_ON	ON --> OFF	00:02
2010-07-04	20:19:20	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-04	20:24:50	PUMP2_ON	ON --> OFF	00:02
2010-07-04	20:24:50	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-04	20:42:54	PUMP1_ON	ON --> OFF	18:06
2010-07-04	20:42:54	PUMP2_ON	OFF --> ON	18:04
2010-07-04	20:42:54	HI_HI_LEVEL	BELOW --> ABOVE	18:06
2010-07-04	20:42:54	HI_LEVEL	ABOVE --> BELOW	18:04
2010-07-04	20:43:10	PUMP2_ON	ON --> OFF	00:06
2010-07-04	20:43:10	HI_LEVEL	BELOW --> ABOVE	00:06
2010-07-04	20:48:02	PUMP2_ON	ON --> OFF	00:02
2010-07-04	20:48:02	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-04	20:54:25	PUMP2_ON	ON --> OFF	00:42
2010-07-04	20:54:25	HI_LEVEL	BELOW --> ABOVE	00:42
