2010-07-03	08:55:46	PUMP2_ON	ON --> OFF	00:02
2010-07-03	08:55:46	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	12:27:47	PUMP2_ON	ON --> OFF	00:02
2010-07-03	12:27:47	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	12:29:48	PUMP2_ON	ON --> OFF	00:02
2010-07-03	12:29:48	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	12:32:06	PUMP2_ON	ON --> OFF	00:02
2010-07-03	12:32:06	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	12:33:23	PUMP2_ON	ON --> OFF	00:02
2010-07-03	12:33:23	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	12:34:59	PUMP2_ON	ON --> OFF	00:02
2010-07-03	12:34:59	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	12:50:07	PUMP2_ON	ON --> OFF	00:02
2010-07-03	12:50:07	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	12:54:05	PUMP2_ON	ON --> OFF	00:02
2010-07-03	12:54:05	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	13:25:27	PUMP2_ON	ON --> OFF	00:02
2010-07-03	13:25:27	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	14:12:20	PUMP2_ON	ON --> OFF	00:02
2010-07-03	14:12:20	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	14:12:45	PUMP2_ON	ON --> OFF	00:02
2010-07-03	14:12:45	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	14:36:01	PUMP1_ON	ON --> OFF	23:18
2010-07-03	14:36:01	PUMP2_ON	OFF --> ON	23:16
2010-07-03	14:36:01	HI_HI_LEVEL	BELOW --> ABOVE	23:18
2010-07-03	14:36:01	HI_LEVEL	ABOVE --> BELOW	23:16
2010-07-03	14:36:57	PUMP1_ON	OFF --> ON	00:56
2010-07-03	14:36:57	PUMP2_ON	ON --> OFF	00:56
2010-07-03	14:36:57	LO_LEVEL	ABOVE --> BELOW	24:14
2010-07-03	14:36:57	HI_LEVEL	BELOW --> ABOVE	00:56
2010-07-03	14:37:05	PUMP1_ON	ON --> OFF	00:08
2010-07-03	14:37:05	PUMP2_ON	OFF --> ON	00:08
2010-07-03	14:37:05	HI_HI_LEVEL	BELOW --> ABOVE	01:04
2010-07-03	14:37:05	HI_LEVEL	ABOVE --> BELOW	00:08
2010-07-03	14:37:23	PUMP1_ON	OFF --> ON	00:18
2010-07-03	14:37:23	PUMP2_ON	ON --> OFF	00:18
2010-07-03	14:37:23	LO_LEVEL	ABOVE --> BELOW	00:26
2010-07-03	14:37:23	HI_LEVEL	BELOW --> ABOVE	00:18
2010-07-03	14:42:21	PUMP1_ON	ON --> OFF	04:58
2010-07-03	14:42:21	PUMP2_ON	OFF --> ON	04:58
2010-07-03	14:42:21	HI_HI_LEVEL	BELOW --> ABOVE	05:16
2010-07-03	14:42:21	HI_LEVEL	ABOVE --> BELOW	04:58
2010-07-03	14:42:37	PUMP1_ON	OFF --> ON	00:16
2010-07-03	14:42:37	PUMP2_ON	ON --> OFF	00:16
2010-07-03	14:42:37	LO_LEVEL	ABOVE --> BELOW	05:14
2010-07-03	14:42:37	HI_LEVEL	BELOW --> ABOVE	00:16
2010-07-03	14:56:47	PUMP1_ON	ON --> OFF	14:10
2010-07-03	14:56:47	PUMP2_ON	OFF --> ON	14:10
2010-07-03	14:56:47	HI_HI_LEVEL	BELOW --> ABOVE	14:26
2010-07-03	14:56:47	HI_LEVEL	ABOVE --> BELOW	14:10
2010-07-03	14:57:05	PUMP1_ON	OFF --> ON	00:18
2010-07-03	14:57:05	PUMP2_ON	ON --> OFF	00:18
2010-07-03	14:57:05	LO_LEVEL	ABOVE --> BELOW	14:28
2010-07-03	14:57:05	HI_LEVEL	BELOW --> ABOVE	00:18
2010-07-03	15:06:13	PUMP1_ON	ON --> OFF	09:08
2010-07-03	15:06:13	PUMP2_ON	OFF --> ON	09:08
2010-07-03	15:06:13	HI_HI_LEVEL	BELOW --> ABOVE	09:26
2010-07-03	15:06:13	HI_LEVEL	ABOVE --> BELOW	09:08
2010-07-03	15:06:15	PUMP1_ON	OFF --> ON	00:02
2010-07-03	15:06:15	PUMP2_ON	ON --> OFF	00:02
2010-07-03	15:06:15	LO_LEVEL	ABOVE --> BELOW	09:10
2010-07-03	15:06:15	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	16:56:15	PUMP2_ON	ON --> OFF	00:02
2010-07-03	16:56:15	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	17:58:07	PUMP2_ON	ON --> OFF	00:02
2010-07-03	17:58:07	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	17:59:54	PUMP2_ON	ON --> OFF	00:02
2010-07-03	17:59:54	HI_LEVEL	BELOW --> ABOVE	00:02
2010-07-03	18:57:02	PUMP2_ON	ON --> OFF	00:02
2010-07-03	18:57:02	HI_LEVEL	BELOW --> ABOVE	00:02
