2011-04-28T00:01:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T00:06:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T00:11:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T00:16:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T00:21:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T00:26:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T00:31:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T00:36:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T00:41:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T00:46:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T00:51:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T00:56:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T01:01:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T01:06:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T01:11:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T01:16:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2011-04-28T01:21:40-0600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
