2010-07-07	09:22:33	PUMP1	ON	198.34	72.832	72.832
2010-07-07	09:22:33	PUMP3	ON	198.34	72.832	72.832
2010-07-07	10:35:48	PUMP1	ON	198.34	72.832	72.832
2010-07-07	10:35:48	PUMP3	ON	198.34	72.832	72.832
2010-07-07	10:41:50	PUMP1	ON	198.34	72.832	72.832
2010-07-07	10:41:50	PUMP3	ON	198.34	72.832	72.832
2010-07-07	10:46:29	PUMP1	ON	198.34	72.832	72.832
2010-07-07	10:46:29	PUMP3	ON	198.34	72.832	72.832
2010-07-07	10:50:01	PUMP1	ON	198.34	72.832	72.832
2010-07-07	10:50:01	PUMP3	ON	198.34	72.832	72.832
2010-07-07	10:55:47	PUMP1	ON	198.34	72.832	72.832
2010-07-07	10:55:47	PUMP3	ON	198.34	72.832	72.832
2010-07-07	12:02:56	PUMP1	ON	625.00	0.000	72.832
2010-07-07	12:02:56	PUMP2	ON	625.00	0.000	30.166
2010-07-07	12:02:56	PUMP3	ON	625.00	0.000	72.832
2010-07-07	12:03:01	PUMP2	OFF	198.34	30.166	30.166
2010-07-07	12:10:18	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	12:13:50	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	12:15:22	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	12:17:00	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	12:18:00	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	12:21:01	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	12:21:50	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	12:22:34	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	12:27:43	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	12:36:16	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	12:39:28	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	12:48:53	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	13:01:00	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	13:03:59	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	13:09:59	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	13:15:30	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	13:16:45	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	13:24:58	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	13:25:58	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	13:26:47	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	13:29:07	PUMP1	ON	-228.32	81.365	81.365
2010-07-07	13:29:07	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	13:29:07	PUMP3	ON	-228.32	81.365	81.365
2010-07-07	13:30:59	PUMP1	ON	625.00	0.000	81.365
2010-07-07	13:30:59	PUMP2	ON	625.00	0.000	72.832
2010-07-07	13:30:59	PUMP3	ON	625.00	0.000	81.365
2010-07-07	13:31:04	PUMP1	OFF	-228.32	81.365	81.365
2010-07-07	13:31:04	PUMP3	OFF	-228.32	81.365	81.365
2010-07-07	13:34:38	PUMP1	ON	625.00	0.000	81.365
2010-07-07	13:34:38	PUMP2	ON	625.00	0.000	72.832
2010-07-07	13:34:38	PUMP3	ON	625.00	0.000	81.365
2010-07-07	13:34:43	PUMP1	OFF	-228.32	81.365	81.365
2010-07-07	13:34:43	PUMP3	OFF	-228.32	81.365	81.365
2010-07-07	13:36:23	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	13:40:36	PUMP1	ON	625.00	0.000	81.365
2010-07-07	13:40:36	PUMP2	ON	625.00	0.000	72.832
2010-07-07	13:40:36	PUMP3	ON	625.00	0.000	81.365
2010-07-07	13:40:41	PUMP1	OFF	-228.32	81.365	81.365
2010-07-07	13:40:41	PUMP3	OFF	-228.32	81.365	81.365
2010-07-07	13:42:03	PUMP1	ON	625.00	0.000	81.365
2010-07-07	13:42:03	PUMP2	ON	625.00	0.000	72.832
2010-07-07	13:42:03	PUMP3	ON	625.00	0.000	81.365
2010-07-07	13:42:08	PUMP1	OFF	-228.32	81.365	81.365
2010-07-07	13:42:08	PUMP3	OFF	-228.32	81.365	81.365
2010-07-07	13:43:39	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	13:49:45	PUMP1	ON	625.00	0.000	0.000
2010-07-07	13:49:45	PUMP2	ON	625.00	0.000	0.000
2010-07-07	13:49:45	PUMP3	ON	625.00	0.000	0.000
2010-07-07	13:49:55	PUMP1	OFF	-228.32	81.365	81.365
2010-07-07	13:49:55	PUMP3	OFF	-228.32	81.365	81.365
2010-07-07	13:51:24	PUMP1	ON	625.00	0.000	0.000
2010-07-07	13:51:24	PUMP2	ON	625.00	0.000	0.000
2010-07-07	13:51:24	PUMP3	ON	625.00	0.000	0.000
2010-07-07	13:51:34	PUMP1	OFF	-228.32	81.365	81.365
2010-07-07	13:51:34	PUMP3	OFF	-228.32	81.365	81.365
2010-07-07	13:57:30	PUMP2	ON	-228.32	72.832	72.832
2010-07-07	14:04:24	PUMP2	ON	-228.32	72.832	72.832
