2010-07-05	10:57:35	PUMP2	ON	-228.32	72.832	72.832
2010-07-05	11:01:11	PUMP1	ON	625.00	0.000	72.832
2010-07-05	11:01:11	PUMP3	ON	625.00	0.000	72.832
2010-07-05	11:01:13	PUMP2	OFF	198.34	30.166	30.166
2010-07-05	11:10:15	PUMP1	ON	198.34	72.832	72.832
2010-07-05	11:10:15	PUMP3	ON	198.34	72.832	72.832
2010-07-05	11:12:24	PUMP1	ON	198.34	72.832	72.832
2010-07-05	11:12:24	PUMP3	ON	198.34	72.832	72.832
2010-07-05	11:14:50	PUMP1	ON	198.34	72.832	72.832
2010-07-05	11:14:50	PUMP3	ON	198.34	72.832	72.832
2010-07-05	11:18:10	PUMP1	ON	198.34	72.832	72.832
2010-07-05	11:18:10	PUMP3	ON	198.34	72.832	72.832
2010-07-05	11:22:08	PUMP1	ON	198.34	72.832	72.832
2010-07-05	11:22:08	PUMP3	ON	198.34	72.832	72.832
2010-07-05	11:25:28	PUMP1	ON	198.34	72.832	72.832
2010-07-05	11:25:28	PUMP3	ON	198.34	72.832	72.832
2010-07-05	12:05:48	PUMP1	ON	198.34	72.832	72.832
2010-07-05	12:05:48	PUMP3	ON	198.34	72.832	72.832
2010-07-05	12:11:51	PUMP1	ON	198.34	72.832	72.832
2010-07-05	12:11:51	PUMP3	ON	198.34	72.832	72.832
2010-07-05	12:15:52	PUMP1	ON	198.34	72.832	72.832
2010-07-05	12:15:52	PUMP3	ON	198.34	72.832	72.832
2010-07-05	12:23:47	PUMP1	ON	198.34	72.832	72.832
2010-07-05	12:23:47	PUMP3	ON	198.34	72.832	72.832
2010-07-05	12:32:49	PUMP1	ON	198.34	72.832	72.832
2010-07-05	12:32:49	PUMP3	ON	198.34	72.832	72.832
2010-07-05	12:37:37	PUMP1	ON	198.34	72.832	72.832
2010-07-05	12:37:37	PUMP3	ON	198.34	72.832	72.832
2010-07-05	12:40:34	PUMP1	ON	198.34	72.832	72.832
2010-07-05	12:40:34	PUMP3	ON	198.34	72.832	72.832
2010-07-05	14:33:59	PUMP1	ON	198.34	72.832	72.832
2010-07-05	14:33:59	PUMP3	ON	198.34	72.832	72.832
