2010-07-04	10:22:35	PUMP1	ON	625.00	0.000	72.832
2010-07-04	10:22:35	PUMP3	ON	625.00	0.000	72.832
2010-07-04	10:22:37	PUMP2	OFF	198.34	30.166	30.166
2010-07-04	10:24:46	PUMP1	ON	625.00	0.000	72.832
2010-07-04	10:24:46	PUMP3	ON	625.00	0.000	72.832
2010-07-04	10:24:48	PUMP2	OFF	198.34	30.166	30.166
2010-07-04	10:29:31	PUMP1	ON	198.34	72.832	72.832
2010-07-04	10:29:31	PUMP3	ON	198.34	72.832	72.832
2010-07-04	12:52:53	PUMP1	ON	198.34	72.832	72.832
2010-07-04	12:52:53	PUMP3	ON	198.34	72.832	72.832
2010-07-04	13:02:53	PUMP1	ON	198.34	72.832	72.832
2010-07-04	13:02:53	PUMP3	ON	198.34	72.832	72.832
2010-07-04	13:55:17	PUMP1	ON	198.34	72.832	72.832
2010-07-04	13:55:17	PUMP3	ON	198.34	72.832	72.832
2010-07-04	14:54:39	PUMP1	ON	198.34	72.832	72.832
2010-07-04	14:54:39	PUMP3	ON	198.34	72.832	72.832
2010-07-04	15:20:29	PUMP1	ON	198.34	72.832	72.832
2010-07-04	15:20:29	PUMP3	ON	198.34	72.832	72.832
2010-07-04	19:39:09	PUMP1	ON	625.00	0.000	0.000
2010-07-04	19:39:09	PUMP2	ON	625.00	0.000	0.000
2010-07-04	19:39:09	PUMP3	ON	625.00	0.000	0.000
2010-07-04	19:39:43	PUMP2	OFF	198.34	30.166	30.166
2010-07-04	19:40:11	PUMP1	OFF	198.34	72.832	72.832
2010-07-04	19:40:11	PUMP2	ON	198.34	30.166	30.166
2010-07-04	19:40:11	PUMP3	OFF	198.34	72.832	72.832
2010-07-04	19:40:19	PUMP1	ON	198.34	72.832	72.832
2010-07-04	19:40:19	PUMP2	OFF	198.34	30.166	30.166
2010-07-04	19:40:19	PUMP3	ON	198.34	72.832	72.832
2010-07-04	19:42:44	PUMP1	ON	198.34	72.832	72.832
2010-07-04	19:42:44	PUMP3	ON	198.34	72.832	72.832
2010-07-04	19:47:03	PUMP1	ON	625.00	0.000	0.000
2010-07-04	19:47:03	PUMP2	ON	625.00	0.000	0.000
2010-07-04	19:47:03	PUMP3	ON	625.00	0.000	0.000
2010-07-04	19:47:11	PUMP2	OFF	198.34	30.166	30.166
2010-07-04	19:54:28	PUMP1	ON	625.00	0.000	0.000
2010-07-04	19:54:28	PUMP2	ON	625.00	0.000	0.000
2010-07-04	19:54:28	PUMP3	ON	625.00	0.000	0.000
2010-07-04	19:55:20	PUMP2	OFF	198.34	30.166	30.166
2010-07-04	19:59:25	PUMP1	ON	198.34	72.832	72.832
2010-07-04	19:59:25	PUMP3	ON	198.34	72.832	72.832
2010-07-04	20:02:15	PUMP1	ON	625.00	0.000	0.000
2010-07-04	20:02:15	PUMP2	ON	625.00	0.000	0.000
2010-07-04	20:02:15	PUMP3	ON	625.00	0.000	0.000
2010-07-04	20:02:25	PUMP2	OFF	198.34	30.166	30.166
2010-07-04	20:10:15	PUMP1	OFF	198.34	72.832	72.832
2010-07-04	20:10:15	PUMP2	ON	198.34	30.166	30.166
2010-07-04	20:10:15	PUMP3	OFF	198.34	72.832	72.832
2010-07-04	20:13:14	PUMP1	ON	625.00	0.000	0.000
2010-07-04	20:13:14	PUMP2	ON	625.00	0.000	0.000
2010-07-04	20:13:14	PUMP3	ON	625.00	0.000	0.000
2010-07-04	20:13:24	PUMP2	OFF	198.34	30.166	30.166
2010-07-04	20:19:20	PUMP1	ON	198.34	72.832	72.832
2010-07-04	20:19:20	PUMP3	ON	198.34	72.832	72.832
2010-07-04	20:24:50	PUMP1	ON	198.34	72.832	72.832
2010-07-04	20:24:50	PUMP3	ON	198.34	72.832	72.832
2010-07-04	20:42:54	PUMP1	OFF	198.34	72.832	72.832
2010-07-04	20:42:54	PUMP2	ON	198.34	30.166	30.166
2010-07-04	20:42:54	PUMP3	OFF	198.34	72.832	72.832
2010-07-04	20:43:06	PUMP1	ON	625.00	0.000	72.832
2010-07-04	20:43:06	PUMP2	ON	625.00	0.000	30.166
2010-07-04	20:43:06	PUMP3	ON	625.00	0.000	72.832
2010-07-04	20:43:10	PUMP2	OFF	198.34	30.166	30.166
2010-07-04	20:48:02	PUMP1	ON	198.34	72.832	72.832
2010-07-04	20:48:02	PUMP3	ON	198.34	72.832	72.832
2010-07-04	20:53:45	PUMP1	ON	625.00	0.000	0.000
2010-07-04	20:53:45	PUMP2	ON	625.00	0.000	0.000
2010-07-04	20:53:45	PUMP3	ON	625.00	0.000	0.000
2010-07-04	20:54:25	PUMP2	OFF	198.34	30.166	30.166
