8	100.00	72.83	27.75
9	100.00	72.83	27.75
12	100.00	72.83	27.75
13	100.00	72.83	27.75
14	96.19	72.83	26.70
15	99.94	72.83	27.74
16	100.00	72.83	27.75
17	100.00	72.83	27.75
18	100.00	72.83	27.75
19	100.00	72.83	27.75
20	100.00	72.83	27.75
21	100.00	72.83	27.75
22	100.00	72.83	27.75
23	100.00	72.83	27.75
dia	100.00	72.83	666.07
