0	33.31	27.50	3.49
1	33.33	27.53	3.50
2	33.42	27.54	3.51
3	33.28	27.51	3.49
4	33.11	27.49	3.47
5	33.36	27.52	3.50
6	33.64	27.52	3.53
7	33.39	27.51	3.50
8	33.22	27.52	3.48
14	33.53	27.52	3.52
18	33.43	27.53	3.51
19	33.64	27.54	3.53
20	33.08	27.54	3.47
21	33.36	27.52	3.50
22	30.05	27.59	3.16
dia	33.41	27.52	84.08
