2011-12-23T00:00:19-0600	PUMP1	ON	272.26	27.983	27.754
2011-12-23T00:00:22-0600	PUMP2	ON	265.65	27.696	26.813
2011-12-23T00:00:25-0600	PUMP3	ON	241.31	28.077	26.787
2011-12-23T00:00:44-0600	PUMP1	OFF	76.56	0.738	-0.529
2011-12-23T00:00:47-0600	PUMP2	OFF	65.24	0.797	-0.383
2011-12-23T00:00:50-0600	PUMP3	OFF	75.49	0.437	0.279
2011-12-23T00:01:32-0600	PUMP1	ON	275.85	26.804	28.167
2011-12-23T00:01:35-0600	PUMP2	ON	272.88	27.536	28.166
2011-12-23T00:01:38-0600	PUMP3	ON	247.22	27.889	28.077
2011-12-23T00:01:56-0600	PUMP1	OFF	70.12	0.614	0.196
2011-12-23T00:01:59-0600	PUMP2	OFF	59.88	0.175	0.522
2011-12-23T00:02:02-0600	PUMP3	OFF	68.85	-0.537	-0.597
2011-12-23T00:02:45-0600	PUMP1	ON	279.11	28.016	27.698
2011-12-23T00:02:48-0600	PUMP2	ON	269.68	28.179	26.823
2011-12-23T00:02:51-0600	PUMP3	ON	255.14	27.292	27.279
2011-12-23T00:03:09-0600	PUMP1	OFF	81.79	0.499	-0.566
2011-12-23T00:03:12-0600	PUMP2	OFF	72.63	0.204	0.590
2011-12-23T00:03:15-0600	PUMP3	OFF	84.43	0.410	0.816
2011-12-23T00:03:54-0600	PUMP1	ON	276.38	26.772	27.741
2011-12-23T00:03:57-0600	PUMP2	ON	267.13	27.813	27.951
2011-12-23T00:04:00-0600	PUMP3	ON	245.03	27.236	27.078
2011-12-23T00:04:20-0600	PUMP1	OFF	79.12	-0.590	0.558
2011-12-23T00:04:23-0600	PUMP2	OFF	69.59	-0.046	0.124
2011-12-23T00:04:26-0600	PUMP3	OFF	77.32	0.320	-0.143
2011-12-23T00:05:09-0600	PUMP1	ON	272.26	27.739	26.891
2011-12-23T00:05:12-0600	PUMP2	ON	276.34	27.884	27.970
2011-12-23T00:05:15-0600	PUMP3	ON	250.44	27.572	27.854
2011-12-23T00:05:33-0600	PUMP1	OFF	80.01	-0.026	-0.529
2011-12-23T00:05:36-0600	PUMP2	OFF	68.93	-0.585	0.137
2011-12-23T00:05:39-0600	PUMP3	OFF	70.51	-0.309	0.176
2011-12-23T00:06:27-0600	PUMP1	ON	276.13	27.880	27.374
2011-12-23T00:06:30-0600	PUMP2	ON	276.16	27.235	28.119
2011-12-23T00:06:33-0600	PUMP3	ON	259.67	27.473	27.214
2011-12-23T00:06:51-0600	PUMP1	OFF	81.60	0.797	-0.046
2011-12-23T00:06:54-0600	PUMP2	OFF	73.30	0.348	0.345
2011-12-23T00:06:57-0600	PUMP3	OFF	76.43	0.647	0.271
2011-12-23T00:07:35-0600	PUMP1	ON	277.66	26.867	27.816
2011-12-23T00:07:38-0600	PUMP2	ON	266.83	26.976	27.441
2011-12-23T00:07:41-0600	PUMP3	ON	242.79	27.987	26.847
2011-12-23T00:07:58-0600	PUMP1	OFF	78.74	0.816	-0.221
