0	33.28	27.44	3.48
1	32.97	27.45	3.45
2	32.83	27.45	3.43
3	33.22	27.45	3.47
4	33.14	27.43	3.46
5	33.37	27.44	3.49
6	33.02	27.44	3.45
7	33.91	27.45	3.55
8	33.27	27.44	3.48
9	32.94	27.45	3.45
10	33.59	27.44	3.51
11	33.43	27.44	3.50
12	33.68	27.44	3.52
13	32.93	27.44	3.44
14	33.24	27.44	3.48
15	33.32	27.45	3.48
16	32.90	27.44	3.44
17	32.89	27.44	3.44
18	33.69	27.45	3.52
19	33.23	27.44	3.47
20	33.94	27.45	3.55
21	32.82	27.46	3.43
22	33.24	27.44	3.48
23	33.81	27.45	3.54
dia	33.27	27.44	83.51
