0	32.85	27.52	3.45
1	33.42	27.53	3.51
2	33.16	27.52	3.48
3	33.34	27.53	3.50
4	33.22	27.52	3.48
5	34.17	27.51	3.58
6	33.10	27.53	3.47
7	32.86	27.52	3.44
9	33.65	27.52	3.53
10	33.07	27.52	3.47
11	33.89	27.51	3.55
12	33.67	27.53	3.53
13	33.44	27.53	3.51
14	33.47	27.52	3.51
16	33.29	27.52	3.49
17	33.16	27.53	3.48
18	33.24	27.52	3.49
19	33.56	27.54	3.52
20	32.92	27.51	3.45
21	32.91	27.54	3.45
22	33.33	27.52	3.50
23	34.19	27.51	3.59
dia	33.40	27.52	84.07
