0	33.34	27.45	3.49
1	33.58	27.44	3.51
2	33.39	27.45	3.49
3	33.63	27.44	3.52
4	33.95	27.44	3.55
5	32.38	27.44	3.39
6	33.05	27.45	3.46
7	32.30	27.44	3.38
8	33.69	27.45	3.52
9	32.62	27.45	3.41
10	32.98	27.44	3.45
11	33.37	27.45	3.49
12	33.58	27.44	3.51
13	33.09	27.43	3.46
14	33.76	27.44	3.53
15	33.28	27.45	3.48
16	32.62	27.45	3.41
17	33.68	27.44	3.52
18	33.19	27.45	3.47
19	33.98	27.44	3.55
21	33.57	27.44	3.51
22	33.16	27.44	3.47
23	33.32	27.44	3.48
dia	33.46	27.44	83.99
