2012-01-22T00:00:01-0600	PUMP1	OFF	87.71	-0.616	-0.028
2012-01-22T00:00:04-0600	PUMP2	OFF	76.56	0.742	-0.030
2012-01-22T00:00:07-0600	PUMP3	OFF	68.58	-0.129	0.775
2012-01-22T00:00:53-0600	PUMP1	ON	277.69	26.769	27.411
2012-01-22T00:00:56-0600	PUMP2	ON	270.45	27.502	27.606
2012-01-22T00:00:59-0600	PUMP3	ON	245.32	27.750	27.285
2012-01-22T00:01:16-0600	PUMP1	OFF	86.41	0.249	0.604
2012-01-22T00:01:19-0600	PUMP2	OFF	68.89	-0.554	0.482
2012-01-22T00:01:22-0600	PUMP3	OFF	67.83	0.325	-0.119
2012-01-22T00:02:02-0600	PUMP1	ON	275.48	27.359	26.813
2012-01-22T00:02:05-0600	PUMP2	ON	278.43	26.947	27.008
2012-01-22T00:02:08-0600	PUMP3	ON	266.91	27.085	26.884
2012-01-22T00:02:26-0600	PUMP1	OFF	83.61	0.527	0.661
2012-01-22T00:02:29-0600	PUMP2	OFF	86.06	-0.295	0.335
2012-01-22T00:02:32-0600	PUMP3	OFF	86.12	0.436	-0.638
2012-01-22T00:03:06-0600	PUMP1	ON	279.29	27.819	27.851
2012-01-22T00:03:09-0600	PUMP2	ON	272.64	27.715	28.196
2012-01-22T00:03:12-0600	PUMP3	ON	257.72	27.889	26.743
2012-01-22T00:03:30-0600	PUMP1	OFF	87.57	-0.369	-0.501
2012-01-22T00:03:33-0600	PUMP2	OFF	71.90	0.544	0.811
2012-01-22T00:03:36-0600	PUMP3	OFF	82.98	-0.212	-0.217
2012-01-22T00:04:14-0600	PUMP1	ON	275.31	27.220	27.998
2012-01-22T00:04:17-0600	PUMP2	ON	273.10	27.423	27.995
2012-01-22T00:04:20-0600	PUMP3	ON	263.04	26.815	27.372
2012-01-22T00:04:37-0600	PUMP1	OFF	88.83	-0.452	0.707
2012-01-22T00:04:40-0600	PUMP2	OFF	70.34	0.580	0.822
